mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlp__activation,param_mlp__alpha,param_mlp__early_stopping,param_mlp__hidden_layer_sizes,param_mlp__learning_rate_init,param_mlp__solver,param_pls__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,mean_test_score,std_test_score,rank_test_score
0.062447816133499146,0.024455907864710132,0.0007199943065643311,0.0003502416893906975,relu,0.03,True,"(10,)",0.0047,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (10,), 'mlp__learning_rate_init': 0.0047, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.8199277640208347,-2.9460474472723392,0.7677706052340796,0.9782463309486907,0.7448992741566502,0.1873187310214457,0.5897536672494588,0.18760240519892346,0.16618391631971802,1.2067490014405686,438
0.036743998527526855,0.009485234519719306,0.0006024837493896484,0.00032396939940935196,relu,0.03,True,"(10,)",0.005,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (10,), 'mlp__learning_rate_init': 0.005, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.868627726840294,-2.51383700821638,0.7090982470419027,0.9576796984379681,0.4070156240551829,0.5162785244664159,0.7546079035776194,0.8706095072564299,0.3212600279324291,1.0855756854897507,239
0.05710160732269287,0.022849500108312683,0.0007241666316986084,0.00038780617695210356,relu,0.03,True,"(10,)",0.005,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (10,), 'mlp__learning_rate_init': 0.005, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.8417972235984622,-1.9273091742207074,0.7669014250998709,0.948486228027914,0.5142138579844164,0.6274323690752535,0.8336921008620972,0.7427498102762267,0.4184954800879417,0.8954472676860817,117
0.05703416466712952,0.020410368765027935,0.0005332529544830322,0.0002635417582558641,relu,0.03,True,"(10,)",0.005,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (10,), 'mlp__learning_rate_init': 0.005, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.818913086335218,-2.9678023202609043,0.7658578325974952,0.9795681170039656,0.7437793733981695,0.22647423275874112,0.6335301604668104,0.19285720918642124,0.17414721143573958,1.2157814288794093,423
0.043278515338897705,0.01502015816010071,0.0007422566413879395,0.000432999085530106,relu,0.03,True,"(10,)",0.0054,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (10,), 'mlp__learning_rate_init': 0.0054, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.8685687272164018,-2.5132745265065575,0.7086171585997861,0.958091097489098,0.40641996761587373,0.516964404376205,0.7538795993804221,0.8678526921073997,0.3208898900348286,1.08519623034566,241
0.05726751685142517,0.01306544820816679,0.000899970531463623,0.0003547879099921411,relu,0.03,True,"(10,)",0.0054,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (10,), 'mlp__learning_rate_init': 0.0054, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.8419134857886248,-1.9353801683555276,0.7668981260034855,0.9492905717262056,0.5109347883334465,0.6276600582666849,0.8345850873742338,0.7396913497941239,0.4169491623664097,0.8980335652530294,126
0.05011469125747681,0.015687754113103712,0.0005314350128173828,0.00025730935099969947,relu,0.03,True,"(10,)",0.0054,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (10,), 'mlp__learning_rate_init': 0.0054, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.8176055752566859,-2.9838133914633524,0.7631153736990823,0.9758246425555196,0.7448970648683528,0.226718731264559,0.6113830006427527,0.1944741574480131,0.16877564428395164,1.2194363803249122,437
0.08244997262954712,0.047945648547251626,0.00047901272773742676,0.00013786086291698167,relu,0.03,True,"(12,)",0.004,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.004, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.7788288193723967,-3.860277584247635,0.7810382331076364,0.9562229951368186,0.605859477136381,-0.5900849685551852,0.6203388413725516,0.7606262244734773,0.0065690047245551275,1.5293378382641813,519
0.09371921420097351,0.017302301122176487,0.0009209215641021729,0.0010088309238190968,relu,0.03,True,"(12,)",0.004,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.004, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.7095086536475418,-1.8928227085691698,0.7420806202218173,0.9256391276901506,0.5264037093593128,0.7113698712848084,0.7995180194078323,0.7274374054810786,0.4061418373154215,0.8750431733921732,143
0.0636962354183197,0.009750423081888107,0.0006687939167022705,0.00030771488710508373,relu,0.03,True,"(12,)",0.004,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.004, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.7636646620521239,-3.107968755290619,0.8089763215278498,0.9529881169614342,0.6476373305394522,0.15388558098161975,0.7992254396211007,0.7716371060421079,0.22375572530438365,1.2787713611921263,348
0.12577193975448608,0.06132505847319748,0.0007934272289276123,0.000482746734372947,relu,0.03,True,"(12,)",0.002,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.002, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.7828830841108385,-3.5936414945050963,0.8542387340297793,0.9462019760522781,0.5754031456272671,-0.6094318624273307,0.6275013569986128,0.7546221068403806,0.04222213084084117,1.4492943927159234,501
0.16079598665237427,0.019492979944293203,0.0005932450294494629,0.00026937120855203363,relu,0.03,True,"(12,)",0.002,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.002, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.7457689913123409,-2.004653796359151,0.7602804220177919,0.9242328954864351,0.500157100175242,0.6794489040378591,0.8046045147215848,0.7270283992915858,0.39210842883546104,0.9127441792263906,179
0.11379972100257874,0.030341733374287205,0.00044089555740356445,7.0643449127368235e-06,relu,0.03,True,"(12,)",0.002,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.002, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.7730069158084547,-3.0396653750794353,0.7999679145000995,0.9472486645778834,0.6446246562693251,0.19220510591958417,0.8009736656714546,0.7790580259657405,0.23717744670413826,1.2562485235041412,322
0.0958622395992279,0.051563421560170825,0.0005966722965240479,0.0002863164918859336,relu,0.03,True,"(12,)",0.003,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.003, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.7719483134520718,-3.7618536065577564,0.7892424541706334,0.9482257148254076,0.5979387738527605,-0.6389502997198078,0.6256368630726588,0.7575846542402649,0.011221608417029127,1.4999841362967445,514
0.11713746190071106,0.01687349180816023,0.0005768835544586182,0.0002532007256890346,relu,0.03,True,"(12,)",0.003,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.003, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.7264989648593528,-1.9839234864107933,0.74850681391325,0.9221645003088266,0.5122789387589343,0.6860330539896257,0.8200897880799207,0.7432553885161309,0.39686299525190594,0.9063972612291403,171
0.08613774180412292,0.02234940064358664,0.0007367134094238281,0.00039007855280166905,relu,0.03,True,"(12,)",0.003,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.003, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.7676378453296566,-3.0274334843201487,0.807663613543826,0.9537923787975746,0.6483072240582467,0.1739342443097608,0.7963290329281766,0.7777819306303173,0.23725159815967625,1.2527966340269827,320
0.08565345406532288,0.05221342883220064,0.0005212128162384033,0.0002525095447729675,relu,0.03,True,"(12,)",0.0035,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0035, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.7750205143689318,-3.8217510593900776,0.7858317910373802,0.9522020350377988,0.6050006408547693,-0.6103488717659065,0.6226648869197597,0.7600245032066261,0.008580555033660286,1.517974373843206,516
0.09920293092727661,0.013298966665726218,0.0006376206874847412,0.0003368403753512928,relu,0.03,True,"(12,)",0.0035,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0035, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.7188353420397433,-1.926299314883876,0.742016414551133,0.9245630040000659,0.52054588196333,0.6885822490840932,0.7955756653786198,0.7265958975478635,0.3988018924601216,0.885043118902756,160
0.07593485713005066,0.01999062155569394,0.00044614076614379883,2.1714341038510094e-05,relu,0.03,True,"(12,)",0.0035,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0035, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.760396201840116,-3.0786717044346448,0.8024474635823757,0.9542400762075945,0.6477085955922901,0.1741385113731635,0.7989818379419532,0.774850030187606,0.22926137653630685,1.2688108046872826,337
0.07300752401351929,0.03947933988261572,0.0006134510040283203,0.0003043457521024927,relu,0.03,True,"(12,)",0.0043,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0043, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.7777927326133598,-3.8830974156659206,0.7762635890474581,0.9564792303226092,0.6067692179697325,-0.6109478426012089,0.6207631714625133,0.7621732193465767,0.0007744878118900456,1.5373890624657243,529
0.0936286449432373,0.018986030211512066,0.0006507337093353271,0.0003601807816569613,relu,0.03,True,"(12,)",0.0043,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0043, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.7130253480669122,-1.8901939953916211,0.7389155775911497,0.9232486126925038,0.5245356816474336,0.7212189275196255,0.7909562097792113,0.736389229114977,0.407261948877524,0.8743497300920672,140
0.05788019299507141,0.009954207829833028,0.0004349648952484131,1.1750999408101345e-05,relu,0.03,True,"(12,)",0.0043,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0043, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.7603578401379558,-3.119571209336642,0.7994047333109158,0.9522566910956676,0.6470389158421949,0.14389811614151637,0.800639151904623,0.7716305223597115,0.21945684518199285,1.2819039352864372,364
0.0721985399723053,0.033310688669260506,0.00043335556983947754,6.73077385251089e-06,relu,0.03,True,"(12,)",0.0046,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0046, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.7808223293745217,-3.904924783111957,0.7659049581732368,0.9565326214051894,0.5866664041959961,0.3429857850014403,0.6250414455692008,0.7588745566548181,0.11398791465780575,1.5282393585028147,449
0.08241075277328491,0.022880132190289997,0.0005201101303100586,0.0002415947060413763,relu,0.03,True,"(12,)",0.0046,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0046, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.7016022496388488,-1.8898936603317207,0.7346870040909634,0.9238923737141455,0.5277719286781337,0.6899762589367605,0.7923833202446605,0.7481556413837852,0.4035718895444471,0.872964944351803,151
0.06004813313484192,0.01667301759263069,0.000750809907913208,0.0005846262439689787,relu,0.03,True,"(12,)",0.0046,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0046, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.741405409200339,-3.0994436118897815,0.7910081751042598,0.9524402120915958,0.6584039825049837,0.13817750602077705,0.7711202267162552,0.7713305135769046,0.21555530166566672,1.2727687468041684,374
0.07914713025093079,0.03462247587300869,0.0005301833152770996,0.0002525757002598999,relu,0.03,True,"(12,)",0.0047,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0047, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.7809422120372735,-3.9209110401333946,0.7678370511643549,0.9550620722100858,0.5866550041437943,0.3421872896302294,0.6215885042307636,0.7599090034237637,0.11165876208835882,1.5333981946169242,455
0.0843982994556427,0.026446931100146044,0.0006538033485412598,0.00034736181205674354,relu,0.03,True,"(12,)",0.0047,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0047, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.7003381028591004,-1.8927929900628162,0.7554131639803336,0.9262026620034287,0.5285331084398245,0.7240104439268541,0.790841035228778,0.748801967604022,0.41016843674744063,0.8764563814200287,134
0.060912251472473145,0.010283222197735656,0.0007221102714538574,0.00039824610014312003,relu,0.03,True,"(12,)",0.0047,adam,7,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.0047, 'mlp__solver': 'adam', 'pls__n_components': 7}",0.7444782134187098,-3.113874067695173,0.78822221723054,0.9529994627146835,0.6585815742337706,0.15089870594844956,0.8129814116397109,0.771333809538545,0.22070266587865456,1.2797792366443728,360
0.07363352179527283,0.02756791120193371,0.0006253421306610107,0.0003356403002217565,relu,0.03,True,"(12,)",0.005,adam,6,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.005, 'mlp__solver': 'adam', 'pls__n_components': 6}",0.7854288818939206,-3.9066270343164806,0.7689758436982181,0.9553866696110991,0.5862900326487823,0.3408064718519498,0.6222527760727163,0.7604309090142224,0.1141180688093035,1.5290469302702605,447
0.07220783829689026,0.011701688657522923,0.000435560941696167,6.758691019982874e-06,relu,0.03,True,"(12,)",0.005,adam,5,"{'mlp__activation': 'relu', 'mlp__alpha': 0.03, 'mlp__early_stopping': True, 'mlp__hidden_layer_sizes': (12,), 'mlp__learning_rate_init': 0.005, 'mlp__solver': 'adam', 'pls__n_components': 5}",0.7024805003860937,-1.9259032377717231,0.7594070711482459,0.9230136068542145,0.5305077359028655,0.703064903647175,0.7923444617994163,0.750714459833955,0.4044536877250303,0.8866858048131019,149
